,ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
518,2017,2017,0,Total,22000,8248.0,"Census Tract 151.01, Philadelphia County, PA",14000US42101015101
519,2017,2017,0,Total,12588,3764.0000000000005,"Census Tract 151.02, Philadelphia County, PA",14000US42101015102
520,2017,2017,0,Total,20337,7116.0,"Census Tract 152, Philadelphia County, PA",14000US42101015200
521,2017,2017,0,Total,11875,3382.0,"Census Tract 153, Philadelphia County, PA",14000US42101015300
522,2017,2017,0,Total,21875,10131.0,"Census Tract 156, Philadelphia County, PA",14000US42101015600
523,2017,2017,0,Total,40000,7742.0,"Census Tract 157, Philadelphia County, PA",14000US42101015700
524,2017,2017,0,Total,64082,11909.0,"Census Tract 158, Philadelphia County, PA",14000US42101015800
525,2017,2017,0,Total,52373,17731.0,"Census Tract 160, Philadelphia County, PA",14000US42101016000
526,2017,2017,0,Total,56250,12547.0,"Census Tract 161, Philadelphia County, PA",14000US42101016100
527,2017,2017,0,Total,23151,6055.0,"Census Tract 162, Philadelphia County, PA",14000US42101016200
528,2017,2017,0,Total,13967,5667.0,"Census Tract 163, Philadelphia County, PA",14000US42101016300
529,2017,2017,0,Total,14130,5136.0,"Census Tract 164, Philadelphia County, PA",14000US42101016400
530,2017,2017,0,Total,9945,4532.0,"Census Tract 165, Philadelphia County, PA",14000US42101016500
531,2017,2017,0,Total,11825,4020.9999999999995,"Census Tract 166, Philadelphia County, PA",14000US42101016600
532,2017,2017,0,Total,17855,3752.0,"Census Tract 167.01, Philadelphia County, PA",14000US42101016701
533,2017,2017,0,Total,15659,5060.0,"Census Tract 167.02, Philadelphia County, PA",14000US42101016702
534,2017,2017,0,Total,15991,4018.0,"Census Tract 168, Philadelphia County, PA",14000US42101016800
535,2017,2017,0,Total,22978,8639.0,"Census Tract 169.01, Philadelphia County, PA",14000US42101016901
536,2017,2017,0,Total,19236,5695.0,"Census Tract 169.02, Philadelphia County, PA",14000US42101016902
537,2017,2017,0,Total,39432,16015.0,"Census Tract 170, Philadelphia County, PA",14000US42101017000
538,2017,2017,0,Total,28042,4917.0,"Census Tract 171, Philadelphia County, PA",14000US42101017100
539,2017,2017,0,Total,25905,7675.000000000001,"Census Tract 172.01, Philadelphia County, PA",14000US42101017201
540,2017,2017,0,Total,15395,8735.0,"Census Tract 172.02, Philadelphia County, PA",14000US42101017202
541,2017,2017,0,Total,19514,8065.0,"Census Tract 173, Philadelphia County, PA",14000US42101017300
542,2017,2017,0,Total,21569,5134.0,"Census Tract 174, Philadelphia County, PA",14000US42101017400
543,2017,2017,0,Total,15846,2637.0,"Census Tract 175, Philadelphia County, PA",14000US42101017500
544,2017,2017,0,Total,13353,3904.9999999999995,"Census Tract 176.01, Philadelphia County, PA",14000US42101017601
545,2017,2017,0,Total,18651,3681.0,"Census Tract 176.02, Philadelphia County, PA",14000US42101017602
546,2017,2017,0,Total,19250,11093.0,"Census Tract 177.01, Philadelphia County, PA",14000US42101017701
547,2017,2017,0,Total,14167,6954.999999999999,"Census Tract 177.02, Philadelphia County, PA",14000US42101017702
548,2017,2017,0,Total,17014,3691.0,"Census Tract 178, Philadelphia County, PA",14000US42101017800
549,2017,2017,0,Total,32337,6869.0,"Census Tract 179, Philadelphia County, PA",14000US42101017900
550,2017,2017,0,Total,56563,12409.0,"Census Tract 180.01, Philadelphia County, PA",14000US42101018001
551,2017,2017,0,Total,41528,12079.0,"Census Tract 180.02, Philadelphia County, PA",14000US42101018002
552,2017,2017,0,Total,65833,12098.0,"Census Tract 183, Philadelphia County, PA",14000US42101018300
553,2017,2017,0,Total,51899,3279.0,"Census Tract 184, Philadelphia County, PA",14000US42101018400
554,2017,2017,0,Total,24883,4189.0,"Census Tract 188, Philadelphia County, PA",14000US42101018800
555,2017,2017,0,Total,35589,8076.999999999999,"Census Tract 190, Philadelphia County, PA",14000US42101019000
556,2017,2017,0,Total,32878,4282.0,"Census Tract 191, Philadelphia County, PA",14000US42101019100
557,2017,2017,0,Total,25446,4238.0,"Census Tract 192, Philadelphia County, PA",14000US42101019200
558,2017,2017,0,Total,13017,4025.9999999999995,"Census Tract 195.01, Philadelphia County, PA",14000US42101019501
559,2017,2017,0,Total,19656,5373.0,"Census Tract 195.02, Philadelphia County, PA",14000US42101019502
560,2017,2017,0,Total,18763,6178.0,"Census Tract 197, Philadelphia County, PA",14000US42101019700
561,2017,2017,0,Total,23031,2680.0,"Census Tract 198, Philadelphia County, PA",14000US42101019800
562,2017,2017,0,Total,14838,6278.0,"Census Tract 199, Philadelphia County, PA",14000US42101019900
563,2017,2017,0,Total,19943,7149.000000000001,"Census Tract 200, Philadelphia County, PA",14000US42101020000
564,2017,2017,0,Total,11904,2858.0,"Census Tract 201.01, Philadelphia County, PA",14000US42101020101
565,2017,2017,0,Total,29036,6268.0,"Census Tract 201.02, Philadelphia County, PA",14000US42101020102
566,2017,2017,0,Total,14751,4475.0,"Census Tract 202, Philadelphia County, PA",14000US42101020200
567,2017,2017,0,Total,19436,8113.999999999999,"Census Tract 203, Philadelphia County, PA",14000US42101020300
568,2017,2017,0,Total,21495,5505.0,"Census Tract 204, Philadelphia County, PA",14000US42101020400
569,2017,2017,0,Total,16761,6038.0,"Census Tract 205, Philadelphia County, PA",14000US42101020500
570,2017,2017,0,Total,45469,17207.0,"Census Tract 206, Philadelphia County, PA",14000US42101020600
571,2017,2017,0,Total,65385,29047.999999999996,"Census Tract 207, Philadelphia County, PA",14000US42101020700
572,2017,2017,0,Total,45566,12948.0,"Census Tract 208, Philadelphia County, PA",14000US42101020800
573,2017,2017,0,Total,57188,12107.0,"Census Tract 209, Philadelphia County, PA",14000US42101020900
574,2017,2017,0,Total,59063,27760.000000000004,"Census Tract 210, Philadelphia County, PA",14000US42101021000
575,2017,2017,0,Total,63516,12643.0,"Census Tract 211, Philadelphia County, PA",14000US42101021100
576,2017,2017,0,Total,66118,8835.0,"Census Tract 212, Philadelphia County, PA",14000US42101021200
577,2017,2017,0,Total,67195,11366.0,"Census Tract 213, Philadelphia County, PA",14000US42101021300
578,2017,2017,0,Total,68750,12400.0,"Census Tract 214, Philadelphia County, PA",14000US42101021400
579,2017,2017,0,Total,70223,11938.0,"Census Tract 215, Philadelphia County, PA",14000US42101021500
580,2017,2017,0,Total,71280,15606.0,"Census Tract 216, Philadelphia County, PA",14000US42101021600
581,2017,2017,0,Total,80920,5647.0,"Census Tract 217, Philadelphia County, PA",14000US42101021700
582,2017,2017,0,Total,51815,5559.0,"Census Tract 218, Philadelphia County, PA",14000US42101021800
583,2017,2017,0,Total,74167,17199.0,"Census Tract 219, Philadelphia County, PA",14000US42101021900
584,2017,2017,0,Total,102298,15020.0,"Census Tract 220, Philadelphia County, PA",14000US42101022000
585,2017,2017,0,Total,149211,13380.0,"Census Tract 231, Philadelphia County, PA",14000US42101023100
586,2017,2017,0,Total,65500,30102.000000000004,"Census Tract 235, Philadelphia County, PA",14000US42101023500
587,2017,2017,0,Total,67759,21182.0,"Census Tract 236, Philadelphia County, PA",14000US42101023600
588,2017,2017,0,Total,53799,14174.999999999998,"Census Tract 237, Philadelphia County, PA",14000US42101023700
589,2017,2017,0,Total,56103,20951.0,"Census Tract 238, Philadelphia County, PA",14000US42101023800
590,2017,2017,0,Total,21667,10936.0,"Census Tract 239, Philadelphia County, PA",14000US42101023900
591,2017,2017,0,Total,41887,6462.0,"Census Tract 240, Philadelphia County, PA",14000US42101024000
592,2017,2017,0,Total,15506,3417.0,"Census Tract 241, Philadelphia County, PA",14000US42101024100
593,2017,2017,0,Total,22738,8941.0,"Census Tract 242, Philadelphia County, PA",14000US42101024200
594,2017,2017,0,Total,30382,10149.0,"Census Tract 243, Philadelphia County, PA",14000US42101024300
595,2017,2017,0,Total,26489,8218.0,"Census Tract 244, Philadelphia County, PA",14000US42101024400
596,2017,2017,0,Total,15500,2399.0,"Census Tract 245, Philadelphia County, PA",14000US42101024500
597,2017,2017,0,Total,22143,11086.0,"Census Tract 246, Philadelphia County, PA",14000US42101024600
598,2017,2017,0,Total,22111,4209.0,"Census Tract 247, Philadelphia County, PA",14000US42101024700
599,2017,2017,0,Total,36979,10592.0,"Census Tract 248, Philadelphia County, PA",14000US42101024800
600,2017,2017,0,Total,28417,12516.0,"Census Tract 249, Philadelphia County, PA",14000US42101024900
601,2017,2017,0,Total,34183,6096.0,"Census Tract 252, Philadelphia County, PA",14000US42101025200
602,2017,2017,0,Total,40813,5826.0,"Census Tract 253, Philadelphia County, PA",14000US42101025300
603,2017,2017,0,Total,52908,4345.0,"Census Tract 254, Philadelphia County, PA",14000US42101025400
604,2017,2017,0,Total,62162,6354.0,"Census Tract 255, Philadelphia County, PA",14000US42101025500
605,2017,2017,0,Total,81726,7884.999999999999,"Census Tract 256, Philadelphia County, PA",14000US42101025600
606,2017,2017,0,Total,56758,9129.0,"Census Tract 257, Philadelphia County, PA",14000US42101025700
607,2017,2017,0,Total,53233,11345.0,"Census Tract 258, Philadelphia County, PA",14000US42101025800
608,2017,2017,0,Total,45788,8508.0,"Census Tract 259, Philadelphia County, PA",14000US42101025900
609,2017,2017,0,Total,45766,6968.0,"Census Tract 260, Philadelphia County, PA",14000US42101026000
610,2017,2017,0,Total,36289,8494.0,"Census Tract 261, Philadelphia County, PA",14000US42101026100
611,2017,2017,0,Total,46563,9603.0,"Census Tract 262, Philadelphia County, PA",14000US42101026200
612,2017,2017,0,Total,41074,4496.0,"Census Tract 263.01, Philadelphia County, PA",14000US42101026301
613,2017,2017,0,Total,43212,3440.0000000000005,"Census Tract 263.02, Philadelphia County, PA",14000US42101026302
614,2017,2017,0,Total,39653,23838.0,"Census Tract 264, Philadelphia County, PA",14000US42101026400
615,2017,2017,0,Total,40893,4284.0,"Census Tract 265, Philadelphia County, PA",14000US42101026500
616,2017,2017,0,Total,46641,10168.0,"Census Tract 266, Philadelphia County, PA",14000US42101026600
617,2017,2017,0,Total,32984,6556.0,"Census Tract 267, Philadelphia County, PA",14000US42101026700
618,2017,2017,0,Total,34617,4065.0,"Census Tract 268, Philadelphia County, PA",14000US42101026800
619,2017,2017,0,Total,51912,14053.0,"Census Tract 269, Philadelphia County, PA",14000US42101026900
620,2017,2017,0,Total,53935,12496.0,"Census Tract 270, Philadelphia County, PA",14000US42101027000
621,2017,2017,0,Total,46833,12136.0,"Census Tract 271, Philadelphia County, PA",14000US42101027100
622,2017,2017,0,Total,43794,7428.0,"Census Tract 272, Philadelphia County, PA",14000US42101027200
623,2017,2017,0,Total,36696,5552.0,"Census Tract 273, Philadelphia County, PA",14000US42101027300
624,2017,2017,0,Total,26492,16492.0,"Census Tract 274.01, Philadelphia County, PA",14000US42101027401
625,2017,2017,0,Total,36208,4843.0,"Census Tract 274.02, Philadelphia County, PA",14000US42101027402
626,2017,2017,0,Total,42337,13255.0,"Census Tract 275, Philadelphia County, PA",14000US42101027500
627,2017,2017,0,Total,28449,5042.0,"Census Tract 276, Philadelphia County, PA",14000US42101027600
628,2017,2017,0,Total,26232,7631.0,"Census Tract 277, Philadelphia County, PA",14000US42101027700
629,2017,2017,0,Total,32440,6544.0,"Census Tract 278, Philadelphia County, PA",14000US42101027800
630,2017,2017,0,Total,37130,7206.999999999999,"Census Tract 279.01, Philadelphia County, PA",14000US42101027901
631,2017,2017,0,Total,30486,5483.0,"Census Tract 279.02, Philadelphia County, PA",14000US42101027902
632,2017,2017,0,Total,21106,4419.0,"Census Tract 280, Philadelphia County, PA",14000US42101028000
633,2017,2017,0,Total,30330,7131.0,"Census Tract 281, Philadelphia County, PA",14000US42101028100
634,2017,2017,0,Total,27971,5206.0,"Census Tract 282, Philadelphia County, PA",14000US42101028200
635,2017,2017,0,Total,25000,8483.0,"Census Tract 283, Philadelphia County, PA",14000US42101028300
636,2017,2017,0,Total,25542,8228.0,"Census Tract 284, Philadelphia County, PA",14000US42101028400
637,2017,2017,0,Total,26033,9537.0,"Census Tract 285, Philadelphia County, PA",14000US42101028500
638,2017,2017,0,Total,25625,10897.0,"Census Tract 286, Philadelphia County, PA",14000US42101028600
639,2017,2017,0,Total,20288,10230.0,"Census Tract 287, Philadelphia County, PA",14000US42101028700
640,2017,2017,0,Total,23769,4976.0,"Census Tract 288, Philadelphia County, PA",14000US42101028800
641,2017,2017,0,Total,31250,11028.0,"Census Tract 289.01, Philadelphia County, PA",14000US42101028901
642,2017,2017,0,Total,24688,7393.0,"Census Tract 289.02, Philadelphia County, PA",14000US42101028902
643,2017,2017,0,Total,35786,9087.0,"Census Tract 290, Philadelphia County, PA",14000US42101029000
644,2017,2017,0,Total,21570,4239.0,"Census Tract 291, Philadelphia County, PA",14000US42101029100
645,2017,2017,0,Total,45092,11658.0,"Census Tract 292, Philadelphia County, PA",14000US42101029200
646,2017,2017,0,Total,26125,7270.0,"Census Tract 293, Philadelphia County, PA",14000US42101029300
647,2017,2017,0,Total,19992,5476.0,"Census Tract 294, Philadelphia County, PA",14000US42101029400
648,2017,2017,0,Total,27598,4108.0,"Census Tract 298, Philadelphia County, PA",14000US42101029800
649,2017,2017,0,Total,19656,6456.0,"Census Tract 299, Philadelphia County, PA",14000US42101029900
650,2017,2017,0,Total,28838,8096.0,"Census Tract 300, Philadelphia County, PA",14000US42101030000
651,2017,2017,0,Total,33647,8433.0,"Census Tract 301, Philadelphia County, PA",14000US42101030100
652,2017,2017,0,Total,48922,17898.0,"Census Tract 302, Philadelphia County, PA",14000US42101030200
653,2017,2017,0,Total,32390,6366.0,"Census Tract 305.01, Philadelphia County, PA",14000US42101030501
654,2017,2017,0,Total,41667,9565.0,"Census Tract 305.02, Philadelphia County, PA",14000US42101030502
655,2017,2017,0,Total,41840,9918.0,"Census Tract 306, Philadelphia County, PA",14000US42101030600
656,2017,2017,0,Total,39811,10032.0,"Census Tract 307, Philadelphia County, PA",14000US42101030700
657,2017,2017,0,Total,54094,6169.0,"Census Tract 308, Philadelphia County, PA",14000US42101030800
658,2017,2017,0,Total,42755,5647.0,"Census Tract 309, Philadelphia County, PA",14000US42101030900
659,2017,2017,0,Total,40956,16640.0,"Census Tract 310, Philadelphia County, PA",14000US42101031000
660,2017,2017,0,Total,33613,2592.0,"Census Tract 311.01, Philadelphia County, PA",14000US42101031101
661,2017,2017,0,Total,41750,7079.999999999999,"Census Tract 311.02, Philadelphia County, PA",14000US42101031102
662,2017,2017,0,Total,33734,7657.999999999999,"Census Tract 312, Philadelphia County, PA",14000US42101031200
663,2017,2017,0,Total,40337,7292.0,"Census Tract 313, Philadelphia County, PA",14000US42101031300
664,2017,2017,0,Total,38992,6228.0,"Census Tract 314.01, Philadelphia County, PA",14000US42101031401
665,2017,2017,0,Total,34641,2841.0,"Census Tract 314.02, Philadelphia County, PA",14000US42101031402
666,2017,2017,0,Total,44615,5886.0,"Census Tract 315.01, Philadelphia County, PA",14000US42101031501
667,2017,2017,0,Total,42594,8390.0,"Census Tract 315.02, Philadelphia County, PA",14000US42101031502
668,2017,2017,0,Total,38693,9785.0,"Census Tract 316, Philadelphia County, PA",14000US42101031600
669,2017,2017,0,Total,47565,4029.0,"Census Tract 317, Philadelphia County, PA",14000US42101031700
670,2017,2017,0,Total,42404,5718.0,"Census Tract 318, Philadelphia County, PA",14000US42101031800
671,2017,2017,0,Total,40283,5003.0,"Census Tract 319, Philadelphia County, PA",14000US42101031900
672,2017,2017,0,Total,44086,4889.0,"Census Tract 320, Philadelphia County, PA",14000US42101032000
673,2017,2017,0,Total,36563,6972.000000000001,"Census Tract 321, Philadelphia County, PA",14000US42101032100
674,2017,2017,0,Total,41940,6491.0,"Census Tract 323, Philadelphia County, PA",14000US42101032300
675,2017,2017,0,Total,44865,9799.0,"Census Tract 325, Philadelphia County, PA",14000US42101032500
676,2017,2017,0,Total,49164,5686.0,"Census Tract 326, Philadelphia County, PA",14000US42101032600
677,2017,2017,0,Total,39673,11630.0,"Census Tract 329, Philadelphia County, PA",14000US42101032900
678,2017,2017,0,Total,32768,12541.0,"Census Tract 330, Philadelphia County, PA",14000US42101033000
679,2017,2017,0,Total,56592,11389.0,"Census Tract 331.01, Philadelphia County, PA",14000US42101033101
680,2017,2017,0,Total,43713,6852.999999999999,"Census Tract 331.02, Philadelphia County, PA",14000US42101033102
681,2017,2017,0,Total,64408,11476.0,"Census Tract 332, Philadelphia County, PA",14000US42101033200
682,2017,2017,0,Total,43398,4654.0,"Census Tract 333, Philadelphia County, PA",14000US42101033300
683,2017,2017,0,Total,48784,6315.0,"Census Tract 334, Philadelphia County, PA",14000US42101033400
684,2017,2017,0,Total,58546,14442.0,"Census Tract 335, Philadelphia County, PA",14000US42101033500
685,2017,2017,0,Total,43804,3696.9999999999995,"Census Tract 336, Philadelphia County, PA",14000US42101033600
686,2017,2017,0,Total,33689,4666.0,"Census Tract 337.01, Philadelphia County, PA",14000US42101033701
687,2017,2017,0,Total,55636,9957.0,"Census Tract 337.02, Philadelphia County, PA",14000US42101033702
688,2017,2017,0,Total,47016,8591.0,"Census Tract 338, Philadelphia County, PA",14000US42101033800
689,2017,2017,0,Total,53373,10699.0,"Census Tract 339, Philadelphia County, PA",14000US42101033900
690,2017,2017,0,Total,69444,17236.0,"Census Tract 340, Philadelphia County, PA",14000US42101034000
691,2017,2017,0,Total,70804,6250.0,"Census Tract 341, Philadelphia County, PA",14000US42101034100
692,2017,2017,0,Total,54458,16256.0,"Census Tract 342, Philadelphia County, PA",14000US42101034200
693,2017,2017,0,Total,77348,20046.0,"Census Tract 344, Philadelphia County, PA",14000US42101034400
694,2017,2017,0,Total,30015,5922.0,"Census Tract 345.01, Philadelphia County, PA",14000US42101034501
695,2017,2017,0,Total,44739,5429.0,"Census Tract 345.02, Philadelphia County, PA",14000US42101034502
696,2017,2017,0,Total,43804,7535.0,"Census Tract 346, Philadelphia County, PA",14000US42101034600
697,2017,2017,0,Total,52969,3841.0,"Census Tract 347.01, Philadelphia County, PA",14000US42101034701
698,2017,2017,0,Total,73675,7174.000000000001,"Census Tract 347.02, Philadelphia County, PA",14000US42101034702
699,2017,2017,0,Total,49161,6400.0,"Census Tract 348.01, Philadelphia County, PA",14000US42101034801
700,2017,2017,0,Total,40595,5260.0,"Census Tract 348.02, Philadelphia County, PA",14000US42101034802
701,2017,2017,0,Total,59508,11216.0,"Census Tract 348.03, Philadelphia County, PA",14000US42101034803
702,2017,2017,0,Total,46675,3799.0000000000005,"Census Tract 349, Philadelphia County, PA",14000US42101034900
703,2017,2017,0,Total,57500,13041.0,"Census Tract 351, Philadelphia County, PA",14000US42101035100
704,2017,2017,0,Total,69821,11026.0,"Census Tract 352, Philadelphia County, PA",14000US42101035200
705,2017,2017,0,Total,73002,3339.0,"Census Tract 353.01, Philadelphia County, PA",14000US42101035301
706,2017,2017,0,Total,51533,4706.0,"Census Tract 353.02, Philadelphia County, PA",14000US42101035302
707,2017,2017,0,Total,46198,9208.0,"Census Tract 355, Philadelphia County, PA",14000US42101035500
708,2017,2017,0,Total,52465,10608.0,"Census Tract 356.01, Philadelphia County, PA",14000US42101035601
709,2017,2017,0,Total,71622,17720.0,"Census Tract 356.02, Philadelphia County, PA",14000US42101035602
710,2017,2017,0,Total,33569,2820.0,"Census Tract 357.01, Philadelphia County, PA",14000US42101035701
711,2017,2017,0,Total,36340,5926.0,"Census Tract 357.02, Philadelphia County, PA",14000US42101035702
712,2017,2017,0,Total,57210,8841.0,"Census Tract 358, Philadelphia County, PA",14000US42101035800
713,2017,2017,0,Total,60271,6537.0,"Census Tract 359, Philadelphia County, PA",14000US42101035900
714,2017,2017,0,Total,70446,16045.0,"Census Tract 360, Philadelphia County, PA",14000US42101036000
715,2017,2017,0,Total,59907,9462.0,"Census Tract 361, Philadelphia County, PA",14000US42101036100
716,2017,2017,0,Total,66685,12648.0,"Census Tract 362.01, Philadelphia County, PA",14000US42101036201
717,2017,2017,0,Total,47182,4457.0,"Census Tract 362.02, Philadelphia County, PA",14000US42101036202
718,2017,2017,0,Total,73638,5153.0,"Census Tract 362.03, Philadelphia County, PA",14000US42101036203
719,2017,2017,0,Total,65893,9093.0,"Census Tract 363.01, Philadelphia County, PA",14000US42101036301
720,2017,2017,0,Total,54099,12260.0,"Census Tract 363.02, Philadelphia County, PA",14000US42101036302
721,2017,2017,0,Total,63750,4885.0,"Census Tract 363.03, Philadelphia County, PA",14000US42101036303
722,2017,2017,0,Total,56597,11037.0,"Census Tract 364, Philadelphia County, PA",14000US42101036400
723,2017,2017,0,Total,45610,16588.0,"Census Tract 365.01, Philadelphia County, PA",14000US42101036501
724,2017,2017,0,Total,79292,11972.0,"Census Tract 365.02, Philadelphia County, PA",14000US42101036502
725,2017,2017,0,Total,109609,17436.0,"Census Tract 366, Philadelphia County, PA",14000US42101036600
726,2017,2017,0,Total,96587,7606.0,"Census Tract 367, Philadelphia County, PA",14000US42101036700
727,2017,2017,0,Total,43281,17683.0,"Census Tract 369, Philadelphia County, PA",14000US42101036900
728,2017,2017,0,Total,60530,11451.0,"Census Tract 372, Philadelphia County, PA",14000US42101037200
729,2017,2017,0,Total,79042,9347.0,"Census Tract 373, Philadelphia County, PA",14000US42101037300
730,2017,2017,0,Total,62941,13073.0,"Census Tract 375, Philadelphia County, PA",14000US42101037500
731,2017,2017,0,Total,50556,7018.0,"Census Tract 376, Philadelphia County, PA",14000US42101037600
732,2017,2017,0,Total,19286,6757.0,"Census Tract 377, Philadelphia County, PA",14000US42101037700
733,2017,2017,0,Total,52813,17584.0,"Census Tract 378, Philadelphia County, PA",14000US42101037800
734,2017,2017,0,Total,51250,10747.0,"Census Tract 379, Philadelphia County, PA",14000US42101037900
735,2017,2017,0,Total,40161,6561.0,"Census Tract 380, Philadelphia County, PA",14000US42101038000
736,2017,2017,0,Total,32083,14466.0,"Census Tract 381, Philadelphia County, PA",14000US42101038100
737,2017,2017,0,Total,28476,4784.0,"Census Tract 382, Philadelphia County, PA",14000US42101038200
738,2017,2017,0,Total,17589,6312.0,"Census Tract 383, Philadelphia County, PA",14000US42101038300
739,2017,2017,0,Total,83646,14408.000000000002,"Census Tract 384, Philadelphia County, PA",14000US42101038400
740,2017,2017,0,Total,89643,22243.0,"Census Tract 385, Philadelphia County, PA",14000US42101038500
741,2017,2017,0,Total,148438,41197.0,"Census Tract 386, Philadelphia County, PA",14000US42101038600
742,2017,2017,0,Total,137500,15592.0,"Census Tract 387, Philadelphia County, PA",14000US42101038700
743,2017,2017,0,Total,72386,13944.999999999998,"Census Tract 388, Philadelphia County, PA",14000US42101038800
744,2017,2017,0,Total,33963,7301.000000000001,"Census Tract 389, Philadelphia County, PA",14000US42101038900
745,2017,2017,0,Total,28671,11306.0,"Census Tract 390, Philadelphia County, PA",14000US42101039000
746,2017,2017,0,Total,69219,12144.0,"Census Tract 9800, Philadelphia County, PA",14000US42101980000
747,2017,2017,0,Total,100156,45778.0,"Census Tract 9801, Philadelphia County, PA",14000US42101980100
748,2017,2017,0,Total,106875,35661.0,"Census Tract 9802, Philadelphia County, PA",14000US42101980200
749,2016,2016,0,Total,103772,11761.0,"Census Tract 1, Philadelphia County, PA",14000US42101000100
750,2016,2016,0,Total,50455,22642.0,"Census Tract 2, Philadelphia County, PA",14000US42101000200
751,2016,2016,0,Total,93036,15233.0,"Census Tract 3, Philadelphia County, PA",14000US42101000300
752,2016,2016,0,Total,57604,10786.0,"Census Tract 4.01, Philadelphia County, PA",14000US42101000401
753,2016,2016,0,Total,70038,14655.0,"Census Tract 4.02, Philadelphia County, PA",14000US42101000402
754,2016,2016,0,Total,40568,13810.999999999998,"Census Tract 5, Philadelphia County, PA",14000US42101000500
755,2016,2016,0,Total,71250,17493.0,"Census Tract 6, Philadelphia County, PA",14000US42101000600
756,2016,2016,0,Total,51279,5359.0,"Census Tract 7, Philadelphia County, PA",14000US42101000700
757,2016,2016,0,Total,91453,30870.999999999996,"Census Tract 8.01, Philadelphia County, PA",14000US42101000801
758,2016,2016,0,Total,60915,12153.0,"Census Tract 8.03, Philadelphia County, PA",14000US42101000803
759,2016,2016,0,Total,96103,17947.0,"Census Tract 8.04, Philadelphia County, PA",14000US42101000804
760,2016,2016,0,Total,41926,2890.0,"Census Tract 9.01, Philadelphia County, PA",14000US42101000901
761,2016,2016,0,Total,51029,7647.999999999999,"Census Tract 9.02, Philadelphia County, PA",14000US42101000902
762,2016,2016,0,Total,87813,12884.0,"Census Tract 10.01, Philadelphia County, PA",14000US42101001001
763,2016,2016,0,Total,109850,12383.0,"Census Tract 10.02, Philadelphia County, PA",14000US42101001002
764,2016,2016,0,Total,74545,13904.0,"Census Tract 11.01, Philadelphia County, PA",14000US42101001101
765,2016,2016,0,Total,81719,19910.0,"Census Tract 11.02, Philadelphia County, PA",14000US42101001102
766,2016,2016,0,Total,100463,17753.0,"Census Tract 12.01, Philadelphia County, PA",14000US42101001201
767,2016,2016,0,Total,76358,10994.0,"Census Tract 12.02, Philadelphia County, PA",14000US42101001202
768,2016,2016,0,Total,90074,21481.0,"Census Tract 13, Philadelphia County, PA",14000US42101001300
769,2016,2016,0,Total,65994,14747.999999999998,"Census Tract 14, Philadelphia County, PA",14000US42101001400
770,2016,2016,0,Total,62930,12569.0,"Census Tract 15, Philadelphia County, PA",14000US42101001500
771,2016,2016,0,Total,75217,10107.0,"Census Tract 16, Philadelphia County, PA",14000US42101001600
772,2016,2016,0,Total,94861,17508.0,"Census Tract 17, Philadelphia County, PA",14000US42101001700
773,2016,2016,0,Total,88125,20229.0,"Census Tract 18, Philadelphia County, PA",14000US42101001800
774,2016,2016,0,Total,80272,12243.0,"Census Tract 19, Philadelphia County, PA",14000US42101001900
775,2016,2016,0,Total,39318,6585.0,"Census Tract 20, Philadelphia County, PA",14000US42101002000
776,2016,2016,0,Total,49911,7500.0,"Census Tract 21, Philadelphia County, PA",14000US42101002100
777,2016,2016,0,Total,48906,11122.0,"Census Tract 22, Philadelphia County, PA",14000US42101002200
778,2016,2016,0,Total,51167,10187.0,"Census Tract 23, Philadelphia County, PA",14000US42101002300
779,2016,2016,0,Total,61162,7577.0,"Census Tract 24, Philadelphia County, PA",14000US42101002400
780,2016,2016,0,Total,60795,11667.0,"Census Tract 25, Philadelphia County, PA",14000US42101002500
781,2016,2016,0,Total,47806,14426.0,"Census Tract 27.01, Philadelphia County, PA",14000US42101002701
782,2016,2016,0,Total,60500,12112.0,"Census Tract 27.02, Philadelphia County, PA",14000US42101002702
783,2016,2016,0,Total,43894,7150.0,"Census Tract 28.01, Philadelphia County, PA",14000US42101002801
784,2016,2016,0,Total,54214,9107.0,"Census Tract 28.02, Philadelphia County, PA",14000US42101002802
785,2016,2016,0,Total,51233,11436.0,"Census Tract 29, Philadelphia County, PA",14000US42101002900
786,2016,2016,0,Total,42903,6775.0,"Census Tract 30.01, Philadelphia County, PA",14000US42101003001
787,2016,2016,0,Total,29942,9748.0,"Census Tract 30.02, Philadelphia County, PA",14000US42101003002
788,2016,2016,0,Total,28443,2591.0,"Census Tract 31, Philadelphia County, PA",14000US42101003100
789,2016,2016,0,Total,27256,3909.0,"Census Tract 32, Philadelphia County, PA",14000US42101003200
790,2016,2016,0,Total,28006,9196.0,"Census Tract 33, Philadelphia County, PA",14000US42101003300
791,2016,2016,0,Total,18969,1797.0,"Census Tract 36, Philadelphia County, PA",14000US42101003600
792,2016,2016,0,Total,33887,9782.0,"Census Tract 37.01, Philadelphia County, PA",14000US42101003701
793,2016,2016,0,Total,33324,2210.0,"Census Tract 37.02, Philadelphia County, PA",14000US42101003702
794,2016,2016,0,Total,51078,8236.0,"Census Tract 38, Philadelphia County, PA",14000US42101003800
795,2016,2016,0,Total,34759,6124.0,"Census Tract 39.01, Philadelphia County, PA",14000US42101003901
796,2016,2016,0,Total,62587,5475.0,"Census Tract 39.02, Philadelphia County, PA",14000US42101003902
